# Sim v1 (Up to date)
# 3375 data points written for 58 variables.
# Simulation warnings:
#   Les calculs du corps ne seront peut être pas très précis aux vitesses supersonique.
#   Deploiement du systeme de recuperation à grande vitesse (68,5 m/s):  "Iris Ultra Compact Parachute [Cd 2.2 (16.3 oz) 90.5 in^3]"
#
# Temps (s),Altitude (m),Altitude above sea level (m),Vitesse verticale (m/s),Vitesse totale (m/s),Accélération verticale (m/s²),Accélération totale (m/s²),Position à l'est du lancement (m),Position au nord du lancement (m),Distance latérale (m),Direction latérale (°),Vitesse latérale (m/s),Accélération latérale (m/s²),Latitude (° N),Longitude (° E),Angle d'attaque (°),Taux de roulis (°/s),Taux de tangage (°/s),Taux d'embardée (°/s),Orientation verticale (zénith) (°),Orientation latérale (azimut) (°),Masse (g),Masse du propergol (g),Moment d'inertie longitudinale (kg·m²),Moment d'inertie rotatif (kg·m²),Accélération Gravitationnelle (m/s²),Emplacement du CP (cm),Emplacement du CG (cm),Calibres marge de stabilité (​),Poussée (N),Thrust-to-weight ratio (​),Force de traînée (N),Coefficient de traînée (​),Coefficient de traînée de friction (​),Coefficient de traînée de pression (​),Coefficient de traînée de base (​),Coefficient de trainée axiale (​),Coefficient de force normale (​),Coefficient de moment de tangage (​),Coefficient de moment d'embardée  (​),Coefficient de force latérale  (​),Coefficient de moment de roulis  (​),Coefficient de forçage de roulis (​),Coefficient d'amortissement de roulis (​),Coefficient d'amortissement de tangage (​),Vitesse de vent (m/s),Wind direction (°),Température de l'air (°C),Pression atmosphérique (mbar),Air density (g/cm³),Vitesse du son (m/s),Mach number (​),Nombre de Reynolds (​),Longueur de référence (cm),Surface de référence (cm²),Pas de simulation du temps (s),Temps de calcul (s),Accélération de Coriolis (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
555.604,1150.727,1150.727,-5.123,5.507,0.003,0.271,1613.39,2.102,1613.392,89.925,2.021,0.271,28.61,-80.583,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.797,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.88,90,7.52,882.713,0.001,335.856,0.015,9.048e5,15,176.715,0.262,0.728,7.191e-4
555.866,1149.387,1149.387,-5.122,5.481,-6.615e-4,0.187,1612.871,2.102,1612.872,89.925,1.95,0.187,28.61,-80.583,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.715,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.048,90,7.529,882.855,0.001,335.861,0.015,9.046e5,15,176.715,0.262,0.728,7.148e-4
556.128,1148.046,1148.046,-5.122,5.498,-3.886e-4,0.05,1612.354,2.102,1612.355,89.925,1.999,0.05,28.61,-80.583,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.694,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.026,90,7.538,882.998,0.001,335.867,0.015,9.046e5,15,176.715,0.262,0.729,7.177e-4
556.389,1146.706,1146.706,-5.122,5.503,0.005,0.266,1611.829,2.102,1611.831,89.925,2.012,0.266,28.61,-80.583,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.824,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.152,90,7.546,883.14,0.001,335.872,0.015,9.05e5,15,176.715,0.262,0.729,7.185e-4
556.651,1145.366,1145.366,-5.121,5.528,8.951e-4,0.251,1611.294,2.102,1611.295,89.925,2.082,0.251,28.61,-80.583,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.76,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.213,90,7.555,883.283,0.001,335.877,0.015,9.049e5,15,176.715,0.262,0.729,7.225e-4
556.913,1144.027,1144.027,-5.121,5.553,0.024,0.717,1610.74,2.102,1610.742,89.925,2.147,0.717,28.61,-80.583,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,148.458,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.522,90,7.564,883.425,0.001,335.883,0.015,9.07e5,15,176.715,0.262,0.729,7.266e-4
557.174,1142.688,1142.688,-5.114,5.622,-0.019,0.342,1610.154,2.102,1610.155,89.925,2.335,0.341,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.503,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.514,90,7.573,883.568,0.001,335.888,0.015,9.041e5,15,176.715,0.262,0.729,7.381e-4
557.436,1141.348,1141.348,-5.119,5.664,0.012,0.574,1609.531,2.102,1609.532,89.925,2.424,0.574,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,148.131,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.125,90,7.581,883.71,0.001,335.893,0.015,9.061e5,15,176.715,0.262,0.729,7.447e-4
557.698,1140.009,1140.009,-5.116,5.599,-0.005,0.443,1608.916,2.102,1608.918,89.925,2.274,0.443,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.767,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.043,90,7.59,883.853,0.001,335.898,0.015,9.05e5,15,176.715,0.262,0.729,7.342e-4
557.96,1138.669,1138.669,-5.118,5.554,-0.006,0.25,1608.336,2.102,1608.338,89.925,2.158,0.25,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.662,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.028,90,7.599,883.995,0.001,335.904,0.015,9.047e5,15,176.715,0.262,0.729,7.269e-4
558.221,1137.33,1137.33,-5.119,5.53,-0.001,0.094,1607.78,2.102,1607.781,89.925,2.093,0.094,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.683,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.044,90,7.607,884.138,0.001,335.909,0.015,9.048e5,15,176.715,0.262,0.729,7.23e-4
558.483,1135.991,1135.991,-5.119,5.521,0.004,0.248,1607.236,2.102,1607.237,89.925,2.068,0.248,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.805,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.939,90,7.616,884.28,0.001,335.914,0.015,9.052e5,15,176.715,0.261,0.729,7.215e-4
558.744,1134.653,1134.653,-5.118,5.496,0.009,0.466,1606.704,2.102,1606.705,89.925,2.003,0.466,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,148.003,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.761,90,7.625,884.422,0.001,335.92,0.015,9.059e5,15,176.715,0.261,0.729,7.175e-4
559.006,1133.315,1133.315,-5.116,5.451,-0.002,0.386,1606.196,2.102,1606.197,89.925,1.882,0.386,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.783,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.084,90,7.633,884.565,0.001,335.925,0.015,9.053e5,15,176.715,0.262,0.729,7.102e-4
559.267,1131.976,1131.976,-5.117,5.487,-0.003,0.262,1605.69,2.102,1605.692,89.925,1.983,0.262,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.709,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.12,90,7.642,884.707,0.001,335.93,0.015,9.051e5,15,176.715,0.262,0.73,7.161e-4
559.529,1130.638,1130.638,-5.117,5.513,0.001,0.254,1605.163,2.101,1605.164,89.925,2.051,0.254,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.765,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.185,90,7.651,884.85,0.001,335.935,0.015,9.053e5,15,176.715,0.261,0.73,7.203e-4
559.79,1129.3,1129.3,-5.117,5.538,2.337e-4,0.21,1604.618,2.101,1604.619,89.925,2.118,0.21,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.736,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.228,90,7.66,884.992,0.001,335.941,0.015,9.052e5,15,176.715,0.261,0.73,7.243e-4
560.052,1127.963,1127.963,-5.117,5.559,4.857e-4,0.171,1604.057,2.101,1604.058,89.925,2.173,0.171,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.728,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.084,90,7.668,885.134,0.001,335.946,0.015,9.052e5,15,176.715,0.261,0.73,7.278e-4
560.313,1126.625,1126.625,-5.117,5.542,0.01,0.452,1603.495,2.101,1603.496,89.925,2.128,0.452,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,148.009,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.892,90,7.677,885.276,0.001,335.951,0.015,9.061e5,15,176.715,0.261,0.73,7.249e-4
560.574,1125.288,1125.288,-5.114,5.495,-0.009,0.107,1602.954,2.101,1602.955,89.925,2.01,0.106,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.579,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.066,90,7.686,885.419,0.001,335.956,0.015,9.048e5,15,176.715,0.261,0.73,7.174e-4
560.836,1123.95,1123.95,-5.116,5.507,0.004,0.264,1602.425,2.101,1602.426,89.925,2.038,0.264,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.817,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.176,90,7.694,885.561,0.001,335.962,0.015,9.056e5,15,176.715,0.261,0.73,7.193e-4
561.097,1122.614,1122.614,-5.115,5.532,-4.908e-4,0.189,1601.883,2.101,1601.885,89.925,2.107,0.189,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.719,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.008,90,7.703,885.703,0.001,335.967,0.015,9.053e5,15,176.715,0.261,0.73,7.234e-4
561.359,1121.277,1121.277,-5.115,5.514,0.005,0.327,1601.339,2.101,1601.34,89.925,2.057,0.327,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.856,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.228,90,7.712,885.845,0.001,335.972,0.015,9.058e5,15,176.715,0.261,0.73,7.204e-4
561.62,1119.94,1119.94,-5.114,5.545,-0.004,0.112,1600.79,2.101,1600.792,89.925,2.143,0.112,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.655,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.084,90,7.72,885.987,0.001,335.977,0.015,9.052e5,15,176.715,0.261,0.73,7.255e-4
561.881,1118.603,1118.603,-5.115,5.534,0.002,0.16,1600.234,2.101,1600.235,89.925,2.113,0.16,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.748,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.03,90,7.729,886.13,0.001,335.983,0.015,9.055e5,15,176.715,0.261,0.73,7.238e-4
562.143,1117.267,1117.267,-5.115,5.518,8.865e-4,0.135,1599.687,2.101,1599.689,89.925,2.072,0.135,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.727,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.002,90,7.738,886.272,0.001,335.988,0.015,9.055e5,15,176.715,0.261,0.731,7.212e-4
562.404,1115.931,1115.931,-5.114,5.505,6.363e-4,0.076,1599.151,2.101,1599.152,89.925,2.036,0.076,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.713,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.076,90,7.746,886.414,0.001,335.993,0.015,9.055e5,15,176.715,0.261,0.731,7.19e-4
562.665,1114.595,1114.595,-5.114,5.512,0.001,0.082,1598.616,2.101,1598.618,89.925,2.056,0.082,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.724,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.099,90,7.755,886.556,0.001,335.999,0.015,9.056e5,15,176.715,0.261,0.731,7.202e-4
562.926,1113.259,1113.259,-5.114,5.52,0.004,0.264,1598.076,2.101,1598.078,89.925,2.078,0.264,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.82,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.94,90,7.764,886.698,0.001,336.004,0.015,9.059e5,15,176.715,0.261,0.731,7.215e-4
563.187,1111.924,1111.924,-5.113,5.493,0.001,0.271,1597.543,2.101,1597.544,89.925,2.009,0.271,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.777,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.868,90,7.772,886.84,0.001,336.009,0.015,9.058e5,15,176.715,0.261,0.731,7.171e-4
563.449,1110.588,1110.588,-5.112,5.467,-0.002,0.034,1597.027,2.101,1597.029,89.925,1.938,0.034,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.664,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.921,90,7.781,886.982,0.001,336.014,0.015,9.055e5,15,176.715,0.261,0.731,7.13e-4
563.71,1109.253,1109.253,-5.113,5.465,0.018,0.583,1596.522,2.101,1596.524,89.925,1.929,0.582,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,148.24,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.233,90,7.79,887.124,0.001,336.02,0.015,9.073e5,15,176.715,0.261,0.731,7.125e-4
563.971,1107.918,1107.918,-5.108,5.516,0.024,0.89,1595.999,2.101,1596,89.925,2.081,0.889,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,148.671,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.544,90,7.799,887.266,0.001,336.025,0.015,9.087e5,15,176.715,0.261,0.731,7.21e-4
564.232,1106.584,1106.584,-5.102,5.602,-0.024,0.537,1595.424,2.101,1595.426,89.925,2.314,0.536,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.558,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.594,90,7.807,887.408,0.001,336.03,0.015,9.053e5,15,176.715,0.262,0.731,7.352e-4
564.494,1105.249,1105.249,-5.108,5.667,0.024,0.861,1594.801,2.101,1594.802,89.925,2.454,0.861,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,148.629,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.006,90,7.816,887.55,0.001,336.035,0.015,9.086e5,15,176.715,0.261,0.732,7.455e-4
564.755,1103.915,1103.915,-5.102,5.567,-0.023,0.518,1594.189,2.101,1594.19,89.924,2.229,0.518,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.565,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.959,90,7.825,887.692,0.001,336.041,0.015,9.054e5,15,176.715,0.262,0.732,7.296e-4
565.017,1102.579,1102.579,-5.108,5.52,-0.008,0.291,1593.623,2.101,1593.625,89.924,2.094,0.291,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.643,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.942,90,7.833,887.834,0.001,336.046,0.015,9.057e5,15,176.715,0.261,0.732,7.217e-4
565.278,1101.245,1101.245,-5.11,5.494,-0.003,0.037,1593.086,2.101,1593.088,89.924,2.018,0.037,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.656,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.999,90,7.842,887.976,0.001,336.051,0.015,9.057e5,15,176.715,0.261,0.732,7.174e-4
565.539,1099.911,1099.911,-5.111,5.491,0.006,0.296,1592.561,2.101,1592.562,89.924,2.008,0.296,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.854,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.163,90,7.851,888.118,0.001,336.056,0.015,9.064e5,15,176.715,0.261,0.732,7.169e-4
565.8,1098.577,1098.577,-5.109,5.518,-0.003,0.028,1592.027,2.101,1592.028,89.924,2.085,0.028,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.653,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.101,90,7.859,888.26,0.001,336.062,0.015,9.058e5,15,176.715,0.261,0.732,7.214e-4
566.061,1097.243,1097.243,-5.11,5.522,0.011,0.448,1591.481,2.101,1591.483,89.924,2.093,0.448,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,148.026,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.859,90,7.868,888.402,0.001,336.067,0.015,9.07e5,15,176.715,0.261,0.732,7.219e-4
566.322,1095.91,1095.91,-5.107,5.476,-0.007,0.178,1590.95,2.101,1590.952,89.924,1.976,0.178,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.614,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.069,90,7.877,888.544,0.001,336.072,0.015,9.058e5,15,176.715,0.261,0.733,7.145e-4
566.583,1094.576,1094.576,-5.109,5.495,-4.911e-5,0.078,1590.428,2.101,1590.43,89.924,2.022,0.078,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.704,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.063,90,7.885,888.685,0.001,336.077,0.015,9.061e5,15,176.715,0.5,0.733,7.175e-4
567.083,1092.022,1092.022,-5.109,5.509,0.003,0.1,1589.408,2.101,1589.409,89.924,2.061,0.1,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.748,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.009,90,7.902,888.957,0.001,336.087,0.015,9.063e5,15,176.715,0.261,0.733,7.199e-4
567.344,1090.689,1090.689,-5.108,5.499,0.002,0.134,1588.873,2.101,1588.875,89.924,2.035,0.134,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.739,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.965,90,7.911,889.099,0.001,336.093,0.015,9.063e5,15,176.715,0.261,0.733,7.182e-4
567.605,1089.356,1089.356,-5.108,5.485,0.006,0.34,1588.347,2.101,1588.348,89.924,2,0.34,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.883,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.823,90,7.919,889.241,0.001,336.098,0.015,9.068e5,15,176.715,0.261,0.733,7.161e-4
567.866,1088.024,1088.024,-5.106,5.452,-0.005,0.029,1587.837,2.101,1587.838,89.924,1.911,0.029,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.632,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.926,90,7.928,889.382,0.001,336.103,0.015,9.06e5,15,176.715,0.261,0.733,7.107e-4
568.127,1086.691,1086.691,-5.107,5.456,0.005,0.255,1587.337,2.101,1587.338,89.924,1.919,0.255,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.82,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.052,90,7.937,889.524,0.001,336.108,0.015,9.066e5,15,176.715,0.261,0.733,7.113e-4
568.388,1085.359,1085.359,-5.106,5.478,-0.002,0.025,1586.828,2.101,1586.829,89.924,1.985,0.025,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.67,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.973,90,7.945,889.666,0.001,336.114,0.015,9.062e5,15,176.715,0.261,0.733,7.15e-4
568.649,1084.027,1084.027,-5.107,5.477,0.002,0.102,1586.311,2.101,1586.312,89.924,1.979,0.102,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.736,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.032,90,7.954,889.808,0.001,336.119,0.015,9.065e5,15,176.715,0.261,0.733,7.147e-4
568.91,1082.695,1082.695,-5.106,5.486,0.011,0.455,1585.791,2.101,1585.793,89.924,2.005,0.455,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,148.03,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.768,90,7.962,889.949,0.001,336.124,0.015,9.074e5,15,176.715,0.261,0.733,7.162e-4
569.17,1081.364,1081.364,-5.103,5.441,-0.007,0.233,1585.284,2.101,1585.285,89.924,1.886,0.233,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.644,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.765,90,7.971,890.091,0.001,336.129,0.015,9.062e5,15,176.715,0.261,0.734,7.09e-4
569.431,1080.032,1080.032,-5.105,5.422,-9.565e-4,0.104,1584.799,2.101,1584.801,89.924,1.826,0.104,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.695,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.88,90,7.98,890.233,0.001,336.135,0.015,9.064e5,15,176.715,0.261,0.734,7.058e-4
569.692,1078.701,1078.701,-5.105,5.431,7.066e-4,0.01,1584.32,2.101,1584.321,89.924,1.853,0.01,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,147.712,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.858,90,7.988,890.374,0.001,336.14,0.015,9.065e5,15,176.715,0.261,0.734,7.073e-4
569.953,1077.369,1077.369,-5.105,5.432,0.013,0.477,1583.836,2.101,1583.838,89.924,1.855,0.477,28.61,-80.584,NaN,NaN,NaN,NaN,-0.442,89.9,1.509e4,4663.5,5.474,0.073,9.789,0,188.788,-12.586,0,0,148.071,581.367,0,581.367,0,581.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.104,90,7.997,890.516,0.001,336.145,0.015,9.077e5,15,176.715,0.261,0.734,7.074e-4
