# Sim v1 (Up to date)
# 3372 data points written for 12 variables.
# Simulation warnings:
#   Les calculs du corps ne seront peut être pas très précis aux vitesses supersonique.
#   Deploiement du systeme de recuperation à grande vitesse (68,9 m/s):  "Iris Ultra Compact Parachute [Cd 2.2 (16.3 oz) 90.5 in^3]"
#
# Temps (s),Altitude (m),Vitesse totale (m/s),Masse (g),Emplacement du CP (cm),Emplacement du CG (cm),Calibres marge de stabilité (​),Coefficient de force normale (​),Température de l'air (°C),Pression atmosphérique (mbar),Air density (g/cm³),Mach number (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
442.633,1729.523,5.688,1.509e4,0,188.788,-12.586,NaN,3.758,822.329,0.001,0.016
442.902,1728.103,5.697,1.509e4,0,188.788,-12.586,NaN,3.767,822.472,0.001,0.016
443.172,1726.685,5.63,1.509e4,0,188.788,-12.586,NaN,3.777,822.616,0.001,0.016
443.441,1725.266,5.7,1.509e4,0,188.788,-12.586,NaN,3.786,822.76,0.001,0.016
443.711,1723.846,5.731,1.509e4,0,188.788,-12.586,NaN,3.795,822.903,0.001,0.016
443.98,1722.427,5.702,1.509e4,0,188.788,-12.586,NaN,3.804,823.047,0.001,0.016
444.249,1721.009,5.609,1.509e4,0,188.788,-12.586,NaN,3.813,823.19,0.001,0.016
444.519,1719.59,5.638,1.509e4,0,188.788,-12.586,NaN,3.823,823.334,0.001,0.016
444.788,1718.171,5.629,1.509e4,0,188.788,-12.586,NaN,3.832,823.478,0.001,0.016
445.057,1716.753,5.642,1.509e4,0,188.788,-12.586,NaN,3.841,823.621,0.001,0.016
445.326,1715.336,5.617,1.509e4,0,188.788,-12.586,NaN,3.85,823.765,0.001,0.016
445.596,1713.918,5.632,1.509e4,0,188.788,-12.586,NaN,3.86,823.908,0.001,0.016
445.865,1712.501,5.652,1.509e4,0,188.788,-12.586,NaN,3.869,824.052,0.001,0.016
446.134,1711.084,5.688,1.509e4,0,188.788,-12.586,NaN,3.878,824.195,0.001,0.016
446.403,1709.666,5.699,1.509e4,0,188.788,-12.586,NaN,3.887,824.338,0.001,0.016
446.672,1708.25,5.666,1.509e4,0,188.788,-12.586,NaN,3.896,824.482,0.001,0.016
446.941,1706.833,5.637,1.509e4,0,188.788,-12.586,NaN,3.906,824.625,0.001,0.016
447.21,1705.417,5.687,1.509e4,0,188.788,-12.586,NaN,3.915,824.769,0.001,0.016
447.479,1704,5.658,1.509e4,0,188.788,-12.586,NaN,3.924,824.912,0.001,0.016
447.748,1702.584,5.654,1.509e4,0,188.788,-12.586,NaN,3.933,825.055,0.001,0.016
448.017,1701.168,5.623,1.509e4,0,188.788,-12.586,NaN,3.942,825.199,0.001,0.016
448.286,1699.753,5.641,1.509e4,0,188.788,-12.586,NaN,3.952,825.342,0.001,0.016
448.555,1698.337,5.68,1.509e4,0,188.788,-12.586,NaN,3.961,825.485,0.001,0.016
448.824,1696.923,5.742,1.509e4,0,188.788,-12.586,NaN,3.97,825.628,0.001,0.016
449.093,1695.507,5.755,1.509e4,0,188.788,-12.586,NaN,3.979,825.772,0.001,0.016
449.362,1694.092,5.727,1.509e4,0,188.788,-12.586,NaN,3.988,825.915,0.001,0.016
449.631,1692.677,5.745,1.509e4,0,188.788,-12.586,NaN,3.998,826.058,0.001,0.016
449.9,1691.264,5.673,1.509e4,0,188.788,-12.586,NaN,4.007,826.201,0.001,0.016
450.169,1689.85,5.603,1.509e4,0,188.788,-12.586,NaN,4.016,826.344,0.001,0.016
450.438,1688.435,5.628,1.509e4,0,188.788,-12.586,NaN,4.025,826.487,0.001,0.016
450.707,1687.021,5.606,1.509e4,0,188.788,-12.586,NaN,4.034,826.631,0.001,0.016
450.976,1685.607,5.569,1.509e4,0,188.788,-12.586,NaN,4.044,826.774,0.001,0.016
451.244,1684.194,5.532,1.509e4,0,188.788,-12.586,NaN,4.053,826.917,0.001,0.016
451.513,1682.78,5.545,1.509e4,0,188.788,-12.586,NaN,4.062,827.06,0.001,0.016
451.782,1681.368,5.494,1.509e4,0,188.788,-12.586,NaN,4.071,827.203,0.001,0.016
452.051,1679.955,5.524,1.509e4,0,188.788,-12.586,NaN,4.08,827.346,0.001,0.016
452.32,1678.542,5.488,1.509e4,0,188.788,-12.586,NaN,4.089,827.489,0.001,0.016
452.588,1677.129,5.499,1.509e4,0,188.788,-12.586,NaN,4.099,827.632,0.001,0.016
452.857,1675.718,5.56,1.509e4,0,188.788,-12.586,NaN,4.108,827.775,0.001,0.016
453.126,1674.305,5.616,1.509e4,0,188.788,-12.586,NaN,4.117,827.918,0.001,0.016
453.395,1672.893,5.631,1.509e4,0,188.788,-12.586,NaN,4.126,828.061,0.001,0.016
453.663,1671.481,5.644,1.509e4,0,188.788,-12.586,NaN,4.135,828.203,0.001,0.016
453.932,1670.07,5.661,1.509e4,0,188.788,-12.586,NaN,4.145,828.346,0.001,0.016
454.2,1668.659,5.682,1.509e4,0,188.788,-12.586,NaN,4.154,828.489,0.001,0.016
454.469,1667.247,5.689,1.509e4,0,188.788,-12.586,NaN,4.163,828.632,0.001,0.016
454.737,1665.838,5.773,1.509e4,0,188.788,-12.586,NaN,4.172,828.775,0.001,0.016
455.006,1664.426,5.762,1.509e4,0,188.788,-12.586,NaN,4.181,828.918,0.001,0.016
455.275,1663.015,5.786,1.509e4,0,188.788,-12.586,NaN,4.19,829.06,0.001,0.016
455.543,1661.606,5.71,1.509e4,0,188.788,-12.586,NaN,4.2,829.203,0.001,0.016
455.812,1660.195,5.69,1.509e4,0,188.788,-12.586,NaN,4.209,829.346,0.001,0.016
456.08,1658.785,5.666,1.509e4,0,188.788,-12.586,NaN,4.218,829.488,0.001,0.016
456.349,1657.375,5.651,1.509e4,0,188.788,-12.586,NaN,4.227,829.631,0.001,0.016
456.617,1655.966,5.59,1.509e4,0,188.788,-12.586,NaN,4.236,829.774,0.001,0.016
456.886,1654.556,5.59,1.509e4,0,188.788,-12.586,NaN,4.245,829.916,0.001,0.016
457.154,1653.147,5.575,1.509e4,0,188.788,-12.586,NaN,4.255,830.059,0.001,0.016
457.422,1651.738,5.572,1.509e4,0,188.788,-12.586,NaN,4.264,830.202,0.001,0.016
457.69,1650.33,5.588,1.509e4,0,188.788,-12.586,NaN,4.273,830.344,0.001,0.016
457.959,1648.921,5.608,1.509e4,0,188.788,-12.586,NaN,4.282,830.487,0.001,0.016
458.227,1647.513,5.631,1.509e4,0,188.788,-12.586,NaN,4.291,830.629,0.001,0.016
458.495,1646.105,5.627,1.509e4,0,188.788,-12.586,NaN,4.3,830.772,0.001,0.016
458.763,1644.697,5.618,1.509e4,0,188.788,-12.586,NaN,4.309,830.914,0.001,0.016
459.032,1643.289,5.593,1.509e4,0,188.788,-12.586,NaN,4.319,831.057,0.001,0.016
459.3,1641.881,5.562,1.509e4,0,188.788,-12.586,NaN,4.328,831.199,0.001,0.016
459.568,1640.474,5.563,1.509e4,0,188.788,-12.586,NaN,4.337,831.342,0.001,0.016
459.836,1639.067,5.549,1.509e4,0,188.788,-12.586,NaN,4.346,831.484,0.001,0.016
460.104,1637.66,5.558,1.509e4,0,188.788,-12.586,NaN,4.355,831.627,0.001,0.016
460.372,1636.253,5.559,1.509e4,0,188.788,-12.586,NaN,4.364,831.769,0.001,0.016
460.64,1634.847,5.527,1.509e4,0,188.788,-12.586,NaN,4.373,831.911,0.001,0.016
460.908,1633.44,5.538,1.509e4,0,188.788,-12.586,NaN,4.383,832.054,0.001,0.016
461.176,1632.034,5.56,1.509e4,0,188.788,-12.586,NaN,4.392,832.196,0.001,0.016
461.445,1630.628,5.587,1.509e4,0,188.788,-12.586,NaN,4.401,832.338,0.001,0.016
461.713,1629.222,5.572,1.509e4,0,188.788,-12.586,NaN,4.41,832.481,0.001,0.016
462.213,1626.599,5.58,1.509e4,0,188.788,-12.586,NaN,4.427,832.746,0.001,0.016
462.48,1625.194,5.61,1.509e4,0,188.788,-12.586,NaN,4.436,832.888,0.001,0.016
462.748,1623.789,5.658,1.509e4,0,188.788,-12.586,NaN,4.445,833.031,0.001,0.016
463.017,1622.384,5.666,1.509e4,0,188.788,-12.586,NaN,4.455,833.173,0.001,0.016
463.284,1620.979,5.653,1.509e4,0,188.788,-12.586,NaN,4.464,833.315,0.001,0.016
463.552,1619.575,5.634,1.509e4,0,188.788,-12.586,NaN,4.473,833.457,0.001,0.016
463.82,1618.171,5.676,1.509e4,0,188.788,-12.586,NaN,4.482,833.599,0.001,0.016
464.088,1616.767,5.638,1.509e4,0,188.788,-12.586,NaN,4.491,833.741,0.001,0.016
464.356,1615.363,5.645,1.509e4,0,188.788,-12.586,NaN,4.5,833.884,0.001,0.016
464.624,1613.959,5.648,1.509e4,0,188.788,-12.586,NaN,4.509,834.026,0.001,0.016
464.892,1612.555,5.625,1.509e4,0,188.788,-12.586,NaN,4.518,834.168,0.001,0.016
465.159,1611.152,5.642,1.509e4,0,188.788,-12.586,NaN,4.528,834.31,0.001,0.016
465.427,1609.749,5.664,1.509e4,0,188.788,-12.586,NaN,4.537,834.452,0.001,0.016
465.927,1607.129,5.634,1.509e4,0,188.788,-12.586,NaN,4.554,834.717,0.001,0.016
466.195,1605.726,5.609,1.509e4,0,188.788,-12.586,NaN,4.563,834.859,0.001,0.016
466.462,1604.325,5.537,1.509e4,0,188.788,-12.586,NaN,4.572,835.001,0.001,0.016
466.73,1602.922,5.538,1.509e4,0,188.788,-12.586,NaN,4.581,835.143,0.001,0.016
466.998,1601.52,5.502,1.509e4,0,188.788,-12.586,NaN,4.59,835.285,0.001,0.016
467.266,1600.118,5.521,1.509e4,0,188.788,-12.586,NaN,4.599,835.426,0.001,0.016
467.766,1597.499,5.544,1.509e4,0,188.788,-12.586,NaN,4.616,835.692,0.001,0.016
468.033,1596.098,5.522,1.509e4,0,188.788,-12.586,NaN,4.625,835.833,0.001,0.016
468.301,1594.697,5.482,1.509e4,0,188.788,-12.586,NaN,4.634,835.975,0.001,0.016
468.569,1593.296,5.486,1.509e4,0,188.788,-12.586,NaN,4.644,836.117,0.001,0.016
468.836,1591.896,5.545,1.509e4,0,188.788,-12.586,NaN,4.653,836.259,0.001,0.016
469.104,1590.495,5.55,1.509e4,0,188.788,-12.586,NaN,4.662,836.401,0.001,0.016
469.371,1589.094,5.541,1.509e4,0,188.788,-12.586,NaN,4.671,836.542,0.001,0.016
469.639,1587.695,5.583,1.509e4,0,188.788,-12.586,NaN,4.68,836.684,0.001,0.016
469.906,1586.294,5.589,1.509e4,0,188.788,-12.586,NaN,4.689,836.826,0.001,0.016
470.174,1584.895,5.54,1.509e4,0,188.788,-12.586,NaN,4.698,836.967,0.001,0.016
470.441,1583.495,5.531,1.509e4,0,188.788,-12.586,NaN,4.707,837.109,0.001,0.016
470.709,1582.096,5.517,1.509e4,0,188.788,-12.586,NaN,4.716,837.251,0.001,0.016
470.976,1580.696,5.522,1.509e4,0,188.788,-12.586,NaN,4.725,837.392,0.001,0.016
471.243,1579.298,5.535,1.509e4,0,188.788,-12.586,NaN,4.735,837.534,0.001,0.016
471.511,1577.899,5.582,1.509e4,0,188.788,-12.586,NaN,4.744,837.675,0.001,0.016
471.778,1576.5,5.588,1.509e4,0,188.788,-12.586,NaN,4.753,837.817,0.001,0.016
472.046,1575.102,5.601,1.509e4,0,188.788,-12.586,NaN,4.762,837.959,0.001,0.016
472.313,1573.704,5.611,1.509e4,0,188.788,-12.586,NaN,4.771,838.1,0.001,0.016
472.58,1572.306,5.663,1.509e4,0,188.788,-12.586,NaN,4.78,838.241,0.001,0.016
472.847,1570.908,5.681,1.509e4,0,188.788,-12.586,NaN,4.789,838.383,0.001,0.016
473.115,1569.51,5.654,1.509e4,0,188.788,-12.586,NaN,4.798,838.524,0.001,0.016
473.382,1568.113,5.651,1.509e4,0,188.788,-12.586,NaN,4.807,838.666,0.001,0.016
473.649,1566.715,5.626,1.509e4,0,188.788,-12.586,NaN,4.816,838.807,0.001,0.016
473.916,1565.319,5.584,1.509e4,0,188.788,-12.586,NaN,4.825,838.949,0.001,0.016
474.184,1563.921,5.603,1.509e4,0,188.788,-12.586,NaN,4.835,839.09,0.001,0.016
474.451,1562.525,5.62,1.509e4,0,188.788,-12.586,NaN,4.844,839.232,0.001,0.016
474.718,1561.128,5.598,1.509e4,0,188.788,-12.586,NaN,4.853,839.373,0.001,0.016
474.985,1559.732,5.644,1.509e4,0,188.788,-12.586,NaN,4.862,839.514,0.001,0.016
475.252,1558.336,5.646,1.509e4,0,188.788,-12.586,NaN,4.871,839.656,0.001,0.016
475.519,1556.94,5.641,1.509e4,0,188.788,-12.586,NaN,4.88,839.797,0.001,0.016
475.786,1555.545,5.572,1.509e4,0,188.788,-12.586,NaN,4.889,839.938,0.001,0.016
476.053,1554.149,5.593,1.509e4,0,188.788,-12.586,NaN,4.898,840.079,0.001,0.016
476.32,1552.753,5.606,1.509e4,0,188.788,-12.586,NaN,4.907,840.221,0.001,0.016
476.587,1551.358,5.639,1.509e4,0,188.788,-12.586,NaN,4.916,840.362,0.001,0.016
476.854,1549.963,5.631,1.509e4,0,188.788,-12.586,NaN,4.925,840.503,0.001,0.016
477.121,1548.568,5.589,1.509e4,0,188.788,-12.586,NaN,4.934,840.644,0.001,0.016
477.388,1547.174,5.589,1.509e4,0,188.788,-12.586,NaN,4.943,840.785,0.001,0.016
477.655,1545.779,5.6,1.509e4,0,188.788,-12.586,NaN,4.952,840.926,0.001,0.016
477.922,1544.385,5.561,1.509e4,0,188.788,-12.586,NaN,4.961,841.068,0.001,0.016
478.189,1542.991,5.529,1.509e4,0,188.788,-12.586,NaN,4.971,841.209,0.001,0.016
478.456,1541.597,5.525,1.509e4,0,188.788,-12.586,NaN,4.98,841.35,0.001,0.016
478.723,1540.203,5.527,1.509e4,0,188.788,-12.586,NaN,4.989,841.491,0.001,0.016
478.99,1538.81,5.505,1.509e4,0,188.788,-12.586,NaN,4.998,841.632,0.001,0.016
479.257,1537.417,5.527,1.509e4,0,188.788,-12.586,NaN,5.007,841.773,0.001,0.016
479.523,1536.023,5.521,1.509e4,0,188.788,-12.586,NaN,5.016,841.914,0.001,0.016
479.79,1534.631,5.535,1.509e4,0,188.788,-12.586,NaN,5.025,842.055,0.001,0.016
480.057,1533.238,5.558,1.509e4,0,188.788,-12.586,NaN,5.034,842.196,0.001,0.016
480.324,1531.846,5.52,1.509e4,0,188.788,-12.586,NaN,5.043,842.337,0.001,0.016
480.59,1530.453,5.525,1.509e4,0,188.788,-12.586,NaN,5.052,842.478,0.001,0.016
480.857,1529.061,5.515,1.509e4,0,188.788,-12.586,NaN,5.061,842.619,0.001,0.016
481.124,1527.669,5.548,1.509e4,0,188.788,-12.586,NaN,5.07,842.759,0.001,0.016
481.39,1526.277,5.514,1.509e4,0,188.788,-12.586,NaN,5.079,842.9,0.001,0.016
481.657,1524.885,5.504,1.509e4,0,188.788,-12.586,NaN,5.088,843.041,0.001,0.016
481.924,1523.494,5.473,1.509e4,0,188.788,-12.586,NaN,5.097,843.182,0.001,0.016
482.19,1522.103,5.472,1.509e4,0,188.788,-12.586,NaN,5.106,843.323,0.001,0.016
482.457,1520.712,5.489,1.509e4,0,188.788,-12.586,NaN,5.115,843.464,0.001,0.016
482.724,1519.321,5.53,1.509e4,0,188.788,-12.586,NaN,5.124,843.604,0.001,0.016
482.99,1517.931,5.58,1.509e4,0,188.788,-12.586,NaN,5.133,843.745,0.001,0.016
483.257,1516.54,5.586,1.509e4,0,188.788,-12.586,NaN,5.142,843.886,0.001,0.016
483.524,1515.15,5.55,1.509e4,0,188.788,-12.586,NaN,5.152,844.027,0.001,0.016
483.79,1513.759,5.528,1.509e4,0,188.788,-12.586,NaN,5.161,844.167,0.001,0.016
484.057,1512.369,5.532,1.509e4,0,188.788,-12.586,NaN,5.17,844.308,0.001,0.016
484.323,1510.98,5.526,1.509e4,0,188.788,-12.586,NaN,5.179,844.449,0.001,0.016
484.589,1509.59,5.523,1.509e4,0,188.788,-12.586,NaN,5.188,844.589,0.001,0.016
484.856,1508.201,5.544,1.509e4,0,188.788,-12.586,NaN,5.197,844.73,0.001,0.016
485.122,1506.812,5.601,1.509e4,0,188.788,-12.586,NaN,5.206,844.87,0.001,0.016
485.389,1505.423,5.607,1.509e4,0,188.788,-12.586,NaN,5.215,845.011,0.001,0.016
485.655,1504.034,5.65,1.509e4,0,188.788,-12.586,NaN,5.224,845.152,0.001,0.016
485.922,1502.645,5.663,1.509e4,0,188.788,-12.586,NaN,5.233,845.292,0.001,0.016
486.188,1501.257,5.629,1.509e4,0,188.788,-12.586,NaN,5.242,845.433,0.001,0.016
486.454,1499.869,5.626,1.509e4,0,188.788,-12.586,NaN,5.251,845.574,0.001,0.016
486.721,1498.481,5.621,1.509e4,0,188.788,-12.586,NaN,5.26,845.722,0.001,0.016
486.987,1497.093,5.601,1.509e4,0,188.788,-12.586,NaN,5.269,845.869,0.001,0.016
487.253,1495.705,5.559,1.509e4,0,188.788,-12.586,NaN,5.278,846.017,0.001,0.016
487.52,1494.318,5.491,1.509e4,0,188.788,-12.586,NaN,5.287,846.164,0.001,0.016
487.786,1492.93,5.488,1.509e4,0,188.788,-12.586,NaN,5.296,846.312,0.001,0.016
488.052,1491.544,5.451,1.509e4,0,188.788,-12.586,NaN,5.305,846.46,0.001,0.016
488.319,1490.156,5.476,1.509e4,0,188.788,-12.586,NaN,5.314,846.607,0.001,0.016
488.585,1488.771,5.544,1.509e4,0,188.788,-12.586,NaN,5.323,846.754,0.001,0.016
488.852,1487.383,5.562,1.509e4,0,188.788,-12.586,NaN,5.332,846.902,0.001,0.016
489.118,1485.997,5.537,1.509e4,0,188.788,-12.586,NaN,5.341,847.05,0.001,0.016
489.384,1484.611,5.538,1.509e4,0,188.788,-12.586,NaN,5.35,847.197,0.001,0.016
489.65,1483.226,5.59,1.509e4,0,188.788,-12.586,NaN,5.359,847.344,0.001,0.016
489.916,1481.839,5.586,1.509e4,0,188.788,-12.586,NaN,5.368,847.492,0.001,0.016
490.182,1480.454,5.551,1.509e4,0,188.788,-12.586,NaN,5.377,847.639,0.001,0.016
490.448,1479.068,5.551,1.509e4,0,188.788,-12.586,NaN,5.386,847.787,0.001,0.016
490.714,1477.683,5.573,1.509e4,0,188.788,-12.586,NaN,5.395,847.934,0.001,0.016
490.98,1476.298,5.573,1.509e4,0,188.788,-12.586,NaN,5.404,848.081,0.001,0.016
491.246,1474.914,5.563,1.509e4,0,188.788,-12.586,NaN,5.413,848.228,0.001,0.016
491.512,1473.529,5.563,1.509e4,0,188.788,-12.586,NaN,5.422,848.376,0.001,0.016
491.778,1472.145,5.51,1.509e4,0,188.788,-12.586,NaN,5.431,848.523,0.001,0.016
492.044,1470.761,5.549,1.509e4,0,188.788,-12.586,NaN,5.44,848.67,0.001,0.016
492.31,1469.377,5.56,1.509e4,0,188.788,-12.586,NaN,5.449,848.817,0.001,0.016
492.576,1467.993,5.581,1.509e4,0,188.788,-12.586,NaN,5.458,848.965,0.001,0.016
492.842,1466.61,5.579,1.509e4,0,188.788,-12.586,NaN,5.467,849.112,0.001,0.016
493.108,1465.226,5.565,1.509e4,0,188.788,-12.586,NaN,5.476,849.259,0.001,0.016
493.374,1463.843,5.584,1.509e4,0,188.788,-12.586,NaN,5.485,849.406,0.001,0.016
493.639,1462.46,5.591,1.509e4,0,188.788,-12.586,NaN,5.494,849.553,0.001,0.016
493.905,1461.077,5.618,1.509e4,0,188.788,-12.586,NaN,5.503,849.7,0.001,0.016
494.171,1459.695,5.587,1.509e4,0,188.788,-12.586,NaN,5.512,849.847,0.001,0.016
494.437,1458.312,5.589,1.509e4,0,188.788,-12.586,NaN,5.521,849.994,0.001,0.016
494.702,1456.93,5.585,1.509e4,0,188.788,-12.586,NaN,5.53,850.141,0.001,0.016
494.968,1455.548,5.581,1.509e4,0,188.788,-12.586,NaN,5.539,850.288,0.001,0.016
495.234,1454.167,5.556,1.509e4,0,188.788,-12.586,NaN,5.548,850.435,0.001,0.016
495.5,1452.785,5.582,1.509e4,0,188.788,-12.586,NaN,5.557,850.582,0.001,0.016
495.765,1451.404,5.631,1.509e4,0,188.788,-12.586,NaN,5.566,850.729,0.001,0.016
496.031,1450.023,5.687,1.509e4,0,188.788,-12.586,NaN,5.575,850.876,0.001,0.016
496.297,1448.641,5.703,1.509e4,0,188.788,-12.586,NaN,5.584,851.023,0.001,0.016
496.562,1447.261,5.74,1.509e4,0,188.788,-12.586,NaN,5.593,851.17,0.001,0.016
496.828,1445.88,5.685,1.509e4,0,188.788,-12.586,NaN,5.602,851.317,0.001,0.016
497.094,1444.5,5.652,1.509e4,0,188.788,-12.586,NaN,5.611,851.464,0.001,0.016
497.359,1443.119,5.63,1.509e4,0,188.788,-12.586,NaN,5.62,851.61,0.001,0.016
497.625,1441.74,5.581,1.509e4,0,188.788,-12.586,NaN,5.629,851.757,0.001,0.016
497.891,1440.36,5.546,1.509e4,0,188.788,-12.586,NaN,5.638,851.904,0.001,0.016
498.156,1438.98,5.556,1.509e4,0,188.788,-12.586,NaN,5.647,852.051,0.001,0.016
498.422,1437.6,5.541,1.509e4,0,188.788,-12.586,NaN,5.656,852.198,0.001,0.016
498.687,1436.221,5.531,1.509e4,0,188.788,-12.586,NaN,5.665,852.344,0.001,0.016
498.952,1434.842,5.54,1.509e4,0,188.788,-12.586,NaN,5.674,852.491,0.001,0.016
499.218,1433.463,5.511,1.509e4,0,188.788,-12.586,NaN,5.682,852.638,0.001,0.016
499.483,1432.084,5.521,1.509e4,0,188.788,-12.586,NaN,5.691,852.784,0.001,0.016
499.749,1430.706,5.563,1.509e4,0,188.788,-12.586,NaN,5.7,852.931,0.001,0.016
500.014,1429.327,5.58,1.509e4,0,188.788,-12.586,NaN,5.709,853.078,0.001,0.016
500.279,1427.949,5.568,1.509e4,0,188.788,-12.586,NaN,5.718,853.224,0.001,0.016
500.545,1426.571,5.553,1.509e4,0,188.788,-12.586,NaN,5.727,853.371,0.001,0.016
500.81,1425.194,5.521,1.509e4,0,188.788,-12.586,NaN,5.736,853.517,0.001,0.016
501.075,1423.816,5.498,1.509e4,0,188.788,-12.586,NaN,5.745,853.664,0.001,0.016
501.341,1422.439,5.467,1.509e4,0,188.788,-12.586,NaN,5.754,853.81,0.001,0.016
501.606,1421.062,5.436,1.509e4,0,188.788,-12.586,NaN,5.763,853.957,0.001,0.016
501.871,1419.685,5.433,1.509e4,0,188.788,-12.586,NaN,5.772,854.103,0.001,0.016
502.137,1418.308,5.454,1.509e4,0,188.788,-12.586,NaN,5.781,854.25,0.001,0.016
502.402,1416.931,5.475,1.509e4,0,188.788,-12.586,NaN,5.79,854.396,0.001,0.016
502.667,1415.555,5.508,1.509e4,0,188.788,-12.586,NaN,5.799,854.543,0.001,0.015
502.932,1414.179,5.518,1.509e4,0,188.788,-12.586,NaN,5.808,854.689,0.001,0.016
503.197,1412.803,5.541,1.509e4,0,188.788,-12.586,NaN,5.817,854.835,0.001,0.016
503.462,1411.427,5.559,1.509e4,0,188.788,-12.586,NaN,5.826,854.982,0.001,0.016
503.728,1410.051,5.579,1.509e4,0,188.788,-12.586,NaN,5.835,855.128,0.001,0.015
503.993,1408.676,5.577,1.509e4,0,188.788,-12.586,NaN,5.844,855.274,0.001,0.015
504.258,1407.301,5.567,1.509e4,0,188.788,-12.586,NaN,5.853,855.421,0.001,0.015
504.523,1405.926,5.545,1.509e4,0,188.788,-12.586,NaN,5.861,855.567,0.001,0.016
504.788,1404.551,5.49,1.509e4,0,188.788,-12.586,NaN,5.87,855.713,0.001,0.015
505.053,1403.176,5.475,1.509e4,0,188.788,-12.586,NaN,5.879,855.859,0.001,0.015
505.318,1401.802,5.504,1.509e4,0,188.788,-12.586,NaN,5.888,856.005,0.001,0.015
505.583,1400.428,5.532,1.509e4,0,188.788,-12.586,NaN,5.897,856.152,0.001,0.015
505.848,1399.053,5.561,1.509e4,0,188.788,-12.586,NaN,5.906,856.298,0.001,0.015
506.113,1397.679,5.576,1.509e4,0,188.788,-12.586,NaN,5.915,856.444,0.001,0.016
506.378,1396.307,5.488,1.509e4,0,188.788,-12.586,NaN,5.924,856.59,0.001,0.015
506.643,1394.933,5.454,1.509e4,0,188.788,-12.586,NaN,5.933,856.736,0.001,0.015
506.908,1393.559,5.454,1.509e4,0,188.788,-12.586,NaN,5.942,856.882,0.001,0.016
507.173,1392.186,5.5,1.509e4,0,188.788,-12.586,NaN,5.951,857.028,0.001,0.015
507.438,1390.813,5.483,1.509e4,0,188.788,-12.586,NaN,5.96,857.174,0.001,0.015
507.703,1389.44,5.498,1.509e4,0,188.788,-12.586,NaN,5.969,857.32,0.001,0.015
507.968,1388.068,5.526,1.509e4,0,188.788,-12.586,NaN,5.978,857.466,0.001,0.015
508.233,1386.695,5.545,1.509e4,0,188.788,-12.586,NaN,5.986,857.612,0.001,0.015
508.497,1385.323,5.595,1.509e4,0,188.788,-12.586,NaN,5.995,857.758,0.001,0.015
508.762,1383.951,5.601,1.509e4,0,188.788,-12.586,NaN,6.004,857.904,0.001,0.015
509.027,1382.579,5.561,1.509e4,0,188.788,-12.586,NaN,6.013,858.05,0.001,0.015
509.292,1381.207,5.554,1.509e4,0,188.788,-12.586,NaN,6.022,858.196,0.001,0.015
509.557,1379.836,5.569,1.509e4,0,188.788,-12.586,NaN,6.031,858.342,0.001,0.015
509.821,1378.465,5.585,1.509e4,0,188.788,-12.586,NaN,6.04,858.488,0.001,0.015
510.086,1377.094,5.593,1.509e4,0,188.788,-12.586,NaN,6.049,858.634,0.001,0.015
510.35,1375.723,5.625,1.509e4,0,188.788,-12.586,NaN,6.058,858.78,0.001,0.015
510.615,1374.352,5.598,1.509e4,0,188.788,-12.586,NaN,6.067,858.925,0.001,0.015
510.88,1372.982,5.614,1.509e4,0,188.788,-12.586,NaN,6.076,859.071,0.001,0.015
511.144,1371.611,5.617,1.509e4,0,188.788,-12.586,NaN,6.085,859.217,0.001,0.015
511.409,1370.241,5.605,1.509e4,0,188.788,-12.586,NaN,6.093,859.363,0.001,0.015
511.673,1368.872,5.568,1.509e4,0,188.788,-12.586,NaN,6.102,859.508,0.001,0.015
511.938,1367.502,5.552,1.509e4,0,188.788,-12.586,NaN,6.111,859.654,0.001,0.015
512.203,1366.132,5.521,1.509e4,0,188.788,-12.586,NaN,6.12,859.8,0.001,0.015
512.467,1364.763,5.565,1.509e4,0,188.788,-12.586,NaN,6.129,859.945,0.001,0.015
512.732,1363.394,5.562,1.509e4,0,188.788,-12.586,NaN,6.138,860.091,0.001,0.015
512.996,1362.025,5.575,1.509e4,0,188.788,-12.586,NaN,6.147,860.237,0.001,0.015
513.261,1360.656,5.554,1.509e4,0,188.788,-12.586,NaN,6.156,860.382,0.001,0.015
513.525,1359.287,5.538,1.509e4,0,188.788,-12.586,NaN,6.165,860.528,0.001,0.015
513.789,1357.919,5.528,1.509e4,0,188.788,-12.586,NaN,6.174,860.673,0.001,0.015
514.054,1356.551,5.554,1.509e4,0,188.788,-12.586,NaN,6.182,860.819,0.001,0.015
514.318,1355.183,5.521,1.509e4,0,188.788,-12.586,NaN,6.191,860.964,0.001,0.015
514.583,1353.815,5.538,1.509e4,0,188.788,-12.586,NaN,6.2,861.11,0.001,0.015
515.083,1351.228,5.549,1.509e4,0,188.788,-12.586,NaN,6.217,861.385,0.001,0.016
515.347,1349.862,5.46,1.509e4,0,188.788,-12.586,NaN,6.226,861.53,0.001,0.015
515.612,1348.494,5.431,1.509e4,0,188.788,-12.586,NaN,6.235,861.676,0.001,0.015
515.876,1347.126,5.415,1.509e4,0,188.788,-12.586,NaN,6.244,861.821,0.001,0.015
516.14,1345.76,5.423,1.509e4,0,188.788,-12.586,NaN,6.253,861.967,0.001,0.015
